"","ko","module","ko_description","module_description"
"1835","K00197","M00422","cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]","Acetyl-CoA pathway, CO2 => acetyl-CoA"
"1836","K00194","M00422","cdhD, acsD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]","Acetyl-CoA pathway, CO2 => acetyl-CoA"
"1837","K01649","M00432","leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"
"1838","K01702","M00432","LEU1; 3-isopropylmalate dehydratase [EC:4.2.1.33]","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"
"1839","K01703","M00432","leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"
"1840","K01704","M00432","leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"
"1841","K00052","M00432","leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"
"1842","K01655","M00433","LYS21, LYS20; homocitrate synthase [EC:2.3.3.14]","Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"
"1843","K17450","M00433","ACO2; homoaconitase [EC:4.2.1.-]","Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"
"1844","K01705","M00433","LYS4; homoaconitate hydratase [EC:4.2.1.36]","Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"
"1845","K16792","M00433","aksD; methanogen homoaconitase large subunit [EC:4.2.1.114]","Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"
"1846","K16793","M00433","aksE; methanogen homoaconitase small subunit [EC:4.2.1.114]","Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"
"1847","K05824","M00433","LYS12; homoisocitrate dehydrogenase [EC:1.1.1.87]","Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"
"1848","K00928","M00525","lysC; aspartate kinase [EC:2.7.2.4]","Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"
"1849","K00133","M00525","asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]","Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"
"1850","K01714","M00525","dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]","Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"
"1851","K00215","M00525","dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]","Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"
"1852","K05822","M00525","dapH, dapD; tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]","Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"
"1853","K00841","M00525","patA; aminotransferase [EC:2.6.1.-]","Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"
"1854","K05823","M00525","dapL; N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]","Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"
"1855","K01778","M00525","dapF; diaminopimelate epimerase [EC:5.1.1.7]","Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"
"1856","K01586","M00525","lysA; diaminopimelate decarboxylase [EC:4.1.1.20]","Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"
"1857","K00928","M00526","lysC; aspartate kinase [EC:2.7.2.4]","Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"
"1858","K12524","M00526","thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]","Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"
"1859","K12525","M00526","metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]","Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"
"1860","K12526","M00526","lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]","Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"
"1861","K00133","M00526","asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]","Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"
"1862","K01714","M00526","dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]","Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"
"1863","K00215","M00526","dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]","Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"
"1864","K03340","M00526","dapdh; diaminopimelate dehydrogenase [EC:1.4.1.16]","Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"
"1865","K01586","M00526","lysA; diaminopimelate decarboxylase [EC:4.1.1.20]","Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"
"1866","K12526","M00526","lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]","Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"
"1867","K00928","M00527","lysC; aspartate kinase [EC:2.7.2.4]","Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"
"1868","K12524","M00527","thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]","Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"
"1869","K12525","M00527","metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]","Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"
"1870","K12526","M00527","lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]","Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"
"1871","K00133","M00527","asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]","Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"
"1872","K01714","M00527","dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]","Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"
"1873","K00215","M00527","dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]","Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"
"1874","K10206","M00527","E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]","Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"
"1875","K01778","M00527","dapF; diaminopimelate epimerase [EC:5.1.1.7]","Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"
"1876","K01586","M00527","lysA; diaminopimelate decarboxylase [EC:4.1.1.20]","Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"
"1877","K12526","M00527","lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]","Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"
"1878","K10944","M00528","pmoA-amoA; methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]","Nitrification, ammonia => nitrite"
"1879","K10945","M00528","pmoB-amoB; methane/ammonia monooxygenase subunit B","Nitrification, ammonia => nitrite"
"1880","K10946","M00528","pmoC-amoC; methane/ammonia monooxygenase subunit C","Nitrification, ammonia => nitrite"
"1881","K10535","M00528","hao; hydroxylamine dehydrogenase [EC:1.7.2.6]","Nitrification, ammonia => nitrite"
"1882","K00370","M00529","narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]","Denitrification, nitrate => nitrogen"
"1883","K00371","M00529","narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]","Denitrification, nitrate => nitrogen"
"1884","K00374","M00529","narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]","Denitrification, nitrate => nitrogen"
"1885","K02567","M00529","napA; nitrate reductase (cytochrome) [EC:1.9.6.1]","Denitrification, nitrate => nitrogen"
"1886","K02568","M00529","napB; nitrate reductase (cytochrome), electron transfer subunit","Denitrification, nitrate => nitrogen"
"1887","K00368","M00529","nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]","Denitrification, nitrate => nitrogen"
"1888","K15864","M00529","nirS; nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]","Denitrification, nitrate => nitrogen"
"1889","K04561","M00529","norB; nitric oxide reductase subunit B [EC:1.7.2.5]","Denitrification, nitrate => nitrogen"
"1890","K02305","M00529","norC; nitric oxide reductase subunit C","Denitrification, nitrate => nitrogen"
"1891","K00376","M00529","nosZ; nitrous-oxide reductase [EC:1.7.2.4]","Denitrification, nitrate => nitrogen"
"1892","K00370","M00530","narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]","Dissimilatory nitrate reduction, nitrate => ammonia"
"1893","K00371","M00530","narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]","Dissimilatory nitrate reduction, nitrate => ammonia"
"1894","K00374","M00530","narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]","Dissimilatory nitrate reduction, nitrate => ammonia"
"1895","K02567","M00530","napA; nitrate reductase (cytochrome) [EC:1.9.6.1]","Dissimilatory nitrate reduction, nitrate => ammonia"
"1896","K02568","M00530","napB; nitrate reductase (cytochrome), electron transfer subunit","Dissimilatory nitrate reduction, nitrate => ammonia"
"1897","K00362","M00530","nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]","Dissimilatory nitrate reduction, nitrate => ammonia"
"1898","K00363","M00530","nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]","Dissimilatory nitrate reduction, nitrate => ammonia"
"1899","K03385","M00530","nrfA; nitrite reductase (cytochrome c-552) [EC:1.7.2.2]","Dissimilatory nitrate reduction, nitrate => ammonia"
"1900","K15876","M00530","nrfH; cytochrome c nitrite reductase small subunit","Dissimilatory nitrate reduction, nitrate => ammonia"
"1901","K00367","M00531","narB; ferredoxin-nitrate reductase [EC:1.7.7.2]","Assimilatory nitrate reduction, nitrate => ammonia"
"1902","K10534","M00531","NR; nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]","Assimilatory nitrate reduction, nitrate => ammonia"
"1903","K00372","M00531","nasC, nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]","Assimilatory nitrate reduction, nitrate => ammonia"
"1904","K00360","M00531","nasB; assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]","Assimilatory nitrate reduction, nitrate => ammonia"
"1905","K00366","M00531","nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]","Assimilatory nitrate reduction, nitrate => ammonia"
"1906","K17877","M00531","NIT-6; nitrite reductase (NAD(P)H) [EC:1.7.1.4]","Assimilatory nitrate reduction, nitrate => ammonia"
"1907","K26139","M00531","nasD, nasB; nitrite reductase [NAD(P)H] large subunit [EC:1.7.1.4]","Assimilatory nitrate reduction, nitrate => ammonia"
"1908","K26138","M00531","nasE; nitrite reductase [NAD(P)H] small subunit [EC:1.7.1.4]","Assimilatory nitrate reduction, nitrate => ammonia"
"1909","K00361","M00531","nasB; nitrite reductase [NAD(P)H] [EC:1.7.1.4]","Assimilatory nitrate reduction, nitrate => ammonia"
"1910","K01601","M00532","rbcL, cbbL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]","Photorespiration"
"1911","K01602","M00532","rbcS, cbbS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]","Photorespiration"
"1912","K19269","M00532","PGP, PGLP; phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]","Photorespiration"
"1913","K11517","M00532","HAO; (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]","Photorespiration"
"1914","K03781","M00532","katE, CAT, catB, srpA; catalase [EC:1.11.1.6]","Photorespiration"
"1915","K14272","M00532","GGAT; glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44]","Photorespiration"
"1916","K00600","M00532","glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]","Photorespiration"
"1917","K00830","M00532","AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]","Photorespiration"
"1918","K15893","M00532","HPR1; glycerate dehydrogenase [EC:1.1.1.29]","Photorespiration"
"1919","K15919","M00532","HPR2_3; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","Photorespiration"
"1920","K15918","M00532","GLYK; D-glycerate 3-kinase [EC:2.7.1.31]","Photorespiration"
"1921","K00281","M00532","GLDC, gcvP; glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]","Photorespiration"
"1922","K00605","M00532","gcvT, AMT; glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]","Photorespiration"
"1923","K00382","M00532","DLD, lpd, pdhD; dihydrolipoyl dehydrogenase [EC:1.8.1.4]","Photorespiration"
"1924","K02437","M00532","gcvH, GCSH; glycine cleavage system H protein","Photorespiration"
"1925","K00455","M00533","hpaD, hpcB; 3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]","Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate"
"1926","K00151","M00533","hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]","Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate"
"1927","K01826","M00533","hpaF, hpcD; 5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]","Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate"
"1928","K05921","M00533","hpaG; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]","Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate"
"1929","K14579","M00534","nahAc, ndoB, nbzAc, dntAc; naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12 1.14.12.23 1.14.12.24]","Naphthalene degradation, naphthalene => salicylate"
"1930","K14580","M00534","nahAd, ndoC, nbzAd, dntAd; naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]","Naphthalene degradation, naphthalene => salicylate"
"1931","K14578","M00534","nahAb, nagAb, ndoA, nbzAb, dntAb; naphthalene 1,2-dioxygenase ferredoxin component","Naphthalene degradation, naphthalene => salicylate"
"1932","K14581","M00534","nahAa, nagAa, ndoR, nbzAa, dntAa; naphthalene 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.7]","Naphthalene degradation, naphthalene => salicylate"
"1933","K14582","M00534","nahB, doxE; cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase [EC:1.3.1.29 1.3.1.60]","Naphthalene degradation, naphthalene => salicylate"
"1934","K14583","M00534","nahC; 1,2-dihydroxynaphthalene dioxygenase [EC:1.13.11.56]","Naphthalene degradation, naphthalene => salicylate"
"1935","K14584","M00534","nahD; 2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4]","Naphthalene degradation, naphthalene => salicylate"
"1936","K14585","M00534","nahE; trans-o-hydroxybenzylidenepyruvate hydratase-aldolase [EC:4.1.2.45]","Naphthalene degradation, naphthalene => salicylate"
"1937","K00152","M00534","nahF; salicylaldehyde dehydrogenase [EC:1.2.1.65]","Naphthalene degradation, naphthalene => salicylate"
"1938","K09011","M00535","cimA; (R)-citramalate synthase [EC:2.3.3.21]","Isoleucine biosynthesis, pyruvate => 2-oxobutanoate"
"1939","K01703","M00535","leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]","Isoleucine biosynthesis, pyruvate => 2-oxobutanoate"
"1940","K01704","M00535","leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]","Isoleucine biosynthesis, pyruvate => 2-oxobutanoate"
"1941","K00052","M00535","leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]","Isoleucine biosynthesis, pyruvate => 2-oxobutanoate"
"1942","K15757","M00537","xylM; toluene methyl-monooxygenase [EC:1.14.15.26]","Xylene degradation, xylene => methylbenzoate"
"1943","K15758","M00537","xylA; toluene methyl-monooxygenase electron transfer component [EC:1.18.1.3]","Xylene degradation, xylene => methylbenzoate"
"1944","K00055","M00537","E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]","Xylene degradation, xylene => methylbenzoate"
"1945","K00141","M00537","xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]","Xylene degradation, xylene => methylbenzoate"
"1946","K15760","M00538","tmoA, tbuA1, touA; toluene monooxygenase system protein A [EC:1.14.13.236 1.14.13.-]","Toluene degradation, toluene => benzoate"
"1947","K15761","M00538","tmoB, tbuU, touB; toluene monooxygenase system protein B [EC:1.14.13.236 1.14.13.-]","Toluene degradation, toluene => benzoate"
"1948","K15762","M00538","tmoC, tbuB, touC; toluene monooxygenase system ferredoxin subunit","Toluene degradation, toluene => benzoate"
"1949","K15763","M00538","tmoD, tbuV, touD; toluene monooxygenase system protein D [EC:1.14.13.236 1.14.13.-]","Toluene degradation, toluene => benzoate"
"1950","K15764","M00538","tmoE, tbuA2, touE; toluene monooxygenase system protein E [EC:1.14.13.236 1.14.13.-]","Toluene degradation, toluene => benzoate"
"1951","K15765","M00538","tmoF, tbuC, touF; toluene monooxygenase electron transfer component [EC:1.18.1.3]","Toluene degradation, toluene => benzoate"
"1952","K00055","M00538","E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]","Toluene degradation, toluene => benzoate"
"1953","K00141","M00538","xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]","Toluene degradation, toluene => benzoate"
"1954","K10619","M00539","cmtAb; p-cumate 2,3-dioxygenase subunit alpha [EC:1.14.12.25]","Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"
"1955","K16303","M00539","cmtAc; p-cumate 2,3-dioxygenase subunit beta [EC:1.14.12.25]","Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"
"1956","K16304","M00539","cmtAd; p-cumate 2,3-dioxygenase ferredoxin component","Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"
"1957","K18227","M00539","cmtAa; p-cumate 2,3-dioxygenase ferredoxin reductase component [EC:1.18.1.3]","Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"
"1958","K10620","M00539","cmtB; 2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase [EC:1.3.1.58]","Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"
"1959","K10621","M00539","cmtC, dhbA; 2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase [EC:1.13.11.- 1.13.11.14]","Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"
"1960","K10622","M00539","cmtD, dhbB; HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase [EC:4.1.1.-]","Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"
"1961","K10623","M00539","cmtE; HOMODA hydrolase [EC:3.7.1.-]","Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"
"1962","K04116","M00540","aliA; cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-]","Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"
"1963","K04117","M00540","aliB; cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-]","Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"
"1964","K07534","M00540","badK; cyclohex-1-ene-1-carboxyl-CoA hydratase [EC:4.2.1.-]","Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"
"1965","K07535","M00540","badH; 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-]","Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"
"1966","K07536","M00540","badI; 2-ketocyclohexanecarboxyl-CoA hydrolase [EC:3.1.2.-]","Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"
"1967","K04112","M00541","bcrC, badD; benzoyl-CoA reductase subunit C [EC:1.3.7.8]","Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"
"1968","K04113","M00541","bcrB, badE; benzoyl-CoA reductase subunit B [EC:1.3.7.8]","Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"
"1969","K04114","M00541","bcrA, badF; benzoyl-CoA reductase subunit A [EC:1.3.7.8]","Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"
"1970","K04115","M00541","bcrD, badG; benzoyl-CoA reductase subunit D [EC:1.3.7.8]","Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"
"1971","K19515","M00541","bamB; benzoyl-CoA reductase subunit BamB [EC:1.3.-.-]","Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"
"1972","K19516","M00541","bamC; benzoyl-CoA reductase subunit BamC [EC:1.3.-.-]","Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"
