"","ko","ko_description"
"1053","K03959","NDUFB3; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 3"
"1054","K03960","NDUFB4; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 4"
"1055","K03961","NDUFB5; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 5"
"1056","K03962","NDUFB6; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 6"
"1057","K03963","NDUFB7; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7"
"1058","K03964","NDUFB8; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 8"
"1059","K03965","NDUFB9; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9"
"1060","K03966","NDUFB10; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 10"
"1061","K03967","NDUFC1; NADH dehydrogenase (ubiquinone) 1 subunit C1"
"1062","K03968","NDUFC2; NADH dehydrogenase (ubiquinone) 1 subunit C2"
"1063","K04041","fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]"
"1064","K04042","glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]"
"1065","K04073","mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10]"
"1066","K04092","tyrA1; chorismate mutase [EC:5.4.99.5]"
"1067","K04093","pheA1; chorismate mutase [EC:5.4.99.5]"
"1068","K04102","pht5; 4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]"
"1069","K04112","bcrC, badD; benzoyl-CoA reductase subunit C [EC:1.3.7.8]"
"1070","K04113","bcrB, badE; benzoyl-CoA reductase subunit B [EC:1.3.7.8]"
"1071","K04114","bcrA, badF; benzoyl-CoA reductase subunit A [EC:1.3.7.8]"
"1072","K04115","bcrD, badG; benzoyl-CoA reductase subunit D [EC:1.3.7.8]"
"1073","K04116","aliA; cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-]"
"1074","K04117","aliB; cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-]"
"1075","K04119","AKR1C3; aldo-keto reductase family 1 member C3 [EC:1.1.1.51 1.1.1.188 1.1.1.213 1.1.1.357]"
"1076","K04120","E5.5.1.13; ent-copalyl diphosphate synthase [EC:5.5.1.13]"
"1077","K04121","E4.2.3.19; ent-kaurene synthase [EC:4.2.3.19]"
"1078","K04122","GA3, CYP701; ent-kaurene oxidase [EC:1.14.14.86]"
"1079","K04123","KAO, CYP88A; ent-kaurenoic acid monooxygenase [EC:1.14.14.107]"
"1080","K04124","GA3ox; gibberellin 3beta-dioxygenase [EC:1.14.11.15]"
"1081","K04126","PCBC; isopenicillin-N synthase [EC:1.21.3.1]"
"1082","K04127","cefD; isopenicillin-N epimerase [EC:5.1.1.17]"
"1083","K04128","cmcH; hydroxymethyl cephem carbamoyltransferase [EC:2.1.3.7]"
"1084","K04480","mtaB; methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]"
"1085","K04486","E3.1.3.15B; histidinol-phosphatase (PHP family) [EC:3.1.3.15]"
"1086","K04516","AROA1, aroA; chorismate mutase [EC:5.4.99.5]"
"1087","K04517","tyrA2; prephenate dehydrogenase [EC:1.3.1.12]"
"1088","K04518","pheA2; prephenate dehydratase [EC:4.2.1.51]"
"1089","K04561","norB; nitric oxide reductase subunit B [EC:1.7.2.5]"
"1090","K04628","CGT, UGT8; ceramide galactosyltransferase [EC:2.4.1.47]"
"1091","K04708","KDSR; 3-dehydrosphinganine reductase [EC:1.1.1.102]"
"1092","K04709","LAG1, LAC1; very-long-chain ceramide synthase [EC:2.3.1.297]"
"1093","K04710","CERS1, LASS1; sphingoid base N-stearoyltransferase [EC:2.3.1.299]"
"1094","K04712","DEGS; sphingolipid 4-desaturase/C4-monooxygenase [EC:1.14.19.17 1.14.18.5]"
"1095","K04718","SPHK; sphingosine kinase [EC:2.7.1.91]"
"1096","K04835","mal; methylaspartate ammonia-lyase [EC:4.3.1.2]"
"1097","K05277","ANS; anthocyanidin synthase [EC:1.14.20.4]"
"1098","K05281","IFR; 2'-hydroxyisoflavone reductase [EC:1.3.1.45]"
"1099","K05282","GA20ox; gibberellin-44 dioxygenase [EC:1.14.11.12]"
"1100","K05283","PIGW; glucosaminylphosphatidylinositol acyltransferase [EC:2.3.-.-]"
"1101","K05284","PIGM; GPI mannosyltransferase 1 subunit M [EC:2.4.1.-]"
"1102","K05285","PIGN; GPI ethanolamine phosphate transferase 1 [EC:2.7.-.-]"
"1103","K05286","PIGB; GPI mannosyltransferase 3 [EC:2.4.1.-]"
"1104","K05287","PIGF; GPI ethanolamine phosphate transferase 2/3 subunit F"
"1105","K05288","PIGO; GPI ethanolamine phosphate transferase 3 subunit O [EC:2.7.-.-]"
"1106","K05294","PGAP1; GPI inositol-deacylase [EC:3.-.-.-]"
"1107","K05298","GAPA; glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13]"
"1108","K05299","fdhA; formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10]"
"1109","K05308","gnaD; gluconate/galactonate dehydratase [EC:4.2.1.140]"
"1110","K05310","PIGG, GPI7; ethanolamine phosphate transferase 2 subunit G [EC:2.7.-.-]"
"1111","K05351","E1.1.1.9; D-xylulose reductase [EC:1.1.1.9]"
"1112","K05359","ADT, PDT; arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51]"
"1113","K05375","mbtH, nocI; MbtH protein"
"1114","K05526","astE; succinylglutamate desuccinylase [EC:3.5.1.96]"
"1115","K05528","OCH1; alpha 1,6-mannosyltransferase [EC:2.4.1.232]"
"1116","K05529","MNN9; mannan polymerase complexes MNN9 subunit [EC:2.4.1.232]"
"1117","K05530","VAN1; mannan polymerase I complex VAN1 subunit [EC:2.4.1.-]"
"1118","K05531","MNN10; mannan polymerase II complex MNN10 subunit [EC:2.4.1.-]"
"1119","K05532","MNN11; mannan polymerase II complex MNN11 subunit [EC:2.4.1.-]"
"1120","K05533","ANP1; mannan polymerase II complex ANP1 subunit [EC:2.4.1.-]"
"1121","K05534","HOC1; mannan polymerase II complex HOC1 subunit [EC:2.4.1.-]"
"1122","K05535","MNN2; alpha 1,2-mannosyltransferase [EC:2.4.1.-]"
"1123","K05546","GANAB; mannosyl-oligosaccharide alpha-1,3-glucosidase [EC:3.2.1.207]"
"1124","K05549","benA-xylX; benzoate/toluate 1,2-dioxygenase subunit alpha [EC:1.14.12.10 1.14.12.-]"
"1125","K05550","benB-xylY; benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]"
"1126","K05551","actI1, oxyA, tcmK, snoa1, aknB, mtmP; minimal PKS ketosynthase (KS/KS alpha) [EC:2.3.1.- 2.3.1.260 2.3.1.235]"
"1127","K05552","actI2, oxyB, tcmL, snoa2, aknC, mtmK; minimal PKS chain-length factor (CLF/KS beta) [EC:2.3.1.- 2.3.1.260 2.3.1.235]"
"1128","K05553","actI3, oxyC, tcmM, snoa3, aknD, mtmS; minimal PKS acyl carrier protein"
"1129","K05554","actVII; aromatase [EC:4.2.1.-]"
"1130","K05555","actIV; cyclase [EC:4.-.-.-]"
"1131","K05556","actVI1, RED1; ketoreductase RED1 [EC:1.1.1.-]"
"1132","K05572","ndhA; NAD(P)H-quinone oxidoreductase subunit 1 [EC:7.1.1.2]"
"1133","K05573","ndhB; NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]"
"1134","K05574","ndhC; NAD(P)H-quinone oxidoreductase subunit 3 [EC:7.1.1.2]"
"1135","K05575","ndhD; NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]"
"1136","K05576","ndhE; NAD(P)H-quinone oxidoreductase subunit 4L [EC:7.1.1.2]"
"1137","K05577","ndhF; NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2]"
"1138","K05578","ndhG; NAD(P)H-quinone oxidoreductase subunit 6 [EC:7.1.1.2]"
"1139","K05579","ndhH; NAD(P)H-quinone oxidoreductase subunit H [EC:7.1.1.2]"
"1140","K05580","ndhI; NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]"
"1141","K05581","ndhJ; NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2]"
"1142","K05582","ndhK; NAD(P)H-quinone oxidoreductase subunit K [EC:7.1.1.2]"
"1143","K05583","ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]"
"1144","K05584","ndhM; NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]"
"1145","K05585","ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]"
"1146","K05599","antA; anthranilate 1,2-dioxygenase (deaminating, decarboxylating) large subunit [EC:1.14.12.1]"
"1147","K05600","antB; anthranilate 1,2-dioxygenase (deaminating, decarboxylating) small subunit [EC:1.14.12.1]"
"1148","K05602","hisN; histidinol-phosphatase [EC:3.1.3.15]"
"1149","K05603","hutF; formimidoylglutamate deiminase [EC:3.5.3.13]"
"1150","K05605","HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]"
"1151","K05606","MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]"
"1152","K05607","AUH; methylglutaconyl-CoA hydratase [EC:4.2.1.18]"
"1153","K05708","hcaE, hcaA1; 3-phenylpropionate/trans-cinnamate dioxygenase subunit alpha [EC:1.14.12.19]"
"1154","K05709","hcaF, hcaA2; 3-phenylpropionate/trans-cinnamate dioxygenase subunit beta [EC:1.14.12.19]"
"1155","K05710","hcaC; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component"
"1156","K05711","hcaB; 2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87]"
"1157","K05712","mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]"
"1158","K05713","mhpB; 2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]"
"1159","K05714","mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14]"
"1160","K05783","benD-xylL; dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-]"
"1161","K05784","benC-xylZ; benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]"
"1162","K05810","LACC1, yfiH; purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]"
"1163","K05822","dapH, dapD; tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]"
"1164","K05823","dapL; N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]"
"1165","K05824","LYS12; homoisocitrate dehydrogenase [EC:1.1.1.87]"
"1166","K05826","lysW, argW; alpha-aminoadipate/glutamate carrier protein LysW"
"1167","K05827","lysX; [lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase [EC:6.3.2.43]"
"1168","K05828","lysZ, argB; [amino group carrier protein]-L-2-aminoadipate/L-glutamate 6-kinase [EC:2.7.2.17 2.7.2.19]"
"1169","K05829","lysY, argC; [amino group carrier protein]-6-phospho-L-2-aminoadipate/5-phospho-L-glutamate reductase [EC:1.2.1.103 1.2.1.106]"
"1170","K05830","lysJ, argD; [amino-group carrier protein]-gamma-(L-lysyl/L-ornithyl)-L-glutamate aminotransferase [EC:2.6.1.118 2.6.1.124]"
"1171","K05831","lysK, argE; [amino group carrier protein]-lysine/ornithine hydrolase [EC:3.5.1.130 3.5.1.132]"
"1172","K05857","PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]"
"1173","K05858","PLCB; phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]"
"1174","K05859","PLCG2; phosphatidylinositol phospholipase C, gamma-2 [EC:3.1.4.11]"
"1175","K05860","PLCE; phosphatidylinositol phospholipase C, epsilon [EC:3.1.4.11]"
"1176","K05861","PLCZ; phosphatidylinositol phospholipase C, zeta [EC:3.1.4.11]"
"1177","K05884","comC; L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]"
"1178","K05894","OPR; 12-oxophytodienoic acid reductase [EC:1.3.1.42]"
"1179","K05895","cobK-cbiJ; precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]"
"1180","K05907","APR; adenylyl-sulfate reductase (glutathione) [EC:1.8.4.9]"
"1181","K05908","doxDA; thiosulfate dehydrogenase (quinone) [EC:1.8.5.2]"
"1182","K05917","CYP51; sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36]"
"1183","K05921","hpaG; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]"
"1184","K05928","E2.1.1.95; tocopherol O-methyltransferase [EC:2.1.1.95]"
"1185","K05933","E1.14.17.4; aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]"
"1186","K05934","cobJ, cbiH; precorrin-3B C17-methyltransferase / cobalt-factor III methyltransferase [EC:2.1.1.131 2.1.1.272]"
"1187","K05936","cobM, cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]"
"1188","K05942","E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3]"
"1189","K05953","NAS; nicotianamine synthase [EC:2.5.1.43]"
"1190","K05979","comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]"
"1191","K06001","trpB; tryptophan synthase beta chain [EC:4.2.1.20]"
"1192","K06016","pydC; beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]"
"1193","K06034","comD; sulfopyruvate decarboxylase subunit alpha [EC:4.1.1.79]"
"1194","K06041","kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]"
"1195","K06042","cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]"
"1196","K06044","treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]"
"1197","K06125","COQ2; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]"
"1198","K06126","COQ6; ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]"
"1199","K06127","COQ5; 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201]"
"1200","K06134","COQ7; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]"
"1201","K06208","aroH; chorismate mutase [EC:5.4.99.5]"
"1202","K06209","pheB; chorismate mutase [EC:5.4.99.5]"
"1203","K06210","NMNAT; nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]"
"1204","K06215","pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]"
"1205","K06443","lcyB, crtL1, crtY; lycopene beta-cyclase [EC:5.5.1.19]"
"1206","K06445","fadE; acyl-CoA dehydrogenase [EC:1.3.99.-]"
"1207","K06447","astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]"
"1208","K06718","ectA; L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]"
"1209","K06720","ectC; L-ectoine synthase [EC:4.2.1.108]"
"1210","K06859","pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]"
"1211","K06863","purP; 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23]"
"1212","K06879","queF; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]"
"1213","K06914","mfnD; tyramine---L-glutamate ligase [EC:6.3.4.24]"
"1214","K06920","queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]"
"1215","K06981","ipk; isopentenyl phosphate kinase [EC:2.7.4.26]"
"1216","K06982","pok; pantoate kinase [EC:2.7.1.169]"
"1217","K06989","nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]"
"1218","K06998","phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]"
"1219","K07072","mfnF; (4-(4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl)furan-2-yl)methanamine synthase [EC:2.5.1.131]"
"1220","K07104","catE; catechol 2,3-dioxygenase [EC:1.13.11.2]"
"1221","K07127","uraH, pucM, hiuH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]"
"1222","K07130","kynB; arylformamidase [EC:3.5.1.9]"
"1223","K07144","mfnE; 5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31]"
"1224","K07151","STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]"
"1225","K07173","luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]"
"1226","K07250","gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]"
"1227","K07260","vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]"
"1228","K07282","capA, pgsA; gamma-polyglutamate biosynthesis protein CapA"
"1229","K07389","cyaC, hlyC, rtxC; cytolysin-activating lysine-acyltransferase [EC:2.3.1.-]"
"1230","K07404","pgl; 6-phosphogluconolactonase [EC:3.1.1.31]"
"1231","K07419","CYP2R1; vitamin D 25-hydroxylase [EC:1.14.14.24]"
"1232","K07431","CYP8B1; sterol 12-alpha-hydroxylase [EC:1.14.14.139]"
"1233","K07432","ALG13; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"
"1234","K07433","CYP11B2; steroid 11beta-monooxygenase / corticosterone 18-monooxygenase [EC:1.14.15.4 1.14.15.5]"
"1235","K07434","CYP19A; aromatase [EC:1.14.14.14]"
"1236","K07438","CYP27B1; calcidiol 1-monooxygenase (25-hydroxyvitamin D3 1alpha-hydroxylase) [EC:1.14.15.18]"
"1237","K07441","ALG14; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"
"1238","K07508","ACAA2; acetyl-CoA acyltransferase 2 [EC:2.3.1.16]"
"1239","K07509","HADHB; acetyl-CoA acyltransferase [EC:2.3.1.16]"
"1240","K07511","ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]"
"1241","K07512","MECR, NRBF1; mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase [EC:1.3.1.- 1.3.1.38]"
"1242","K07513","ACAA1; acetyl-CoA acyltransferase 1 [EC:2.3.1.16]"
"1243","K07514","EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]"
"1244","K07515","HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]"
"1245","K07516","fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]"
"1246","K07534","badK; cyclohex-1-ene-1-carboxyl-CoA hydratase [EC:4.2.1.-]"
"1247","K07535","badH; 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-]"
"1248","K07536","badI; 2-ketocyclohexanecarboxyl-CoA hydrolase [EC:3.1.2.-]"
"1249","K07537","dch; cyclohexa-1,5-dienecarbonyl-CoA hydratase [EC:4.2.1.100]"
"1250","K07538","had; 6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase [EC:1.1.1.368]"
"1251","K07539","oah; 6-oxocyclohex-1-ene-carbonyl-CoA hydrolase [EC:3.7.1.21]"
"1252","K07540","E4.1.99.11; benzylsuccinate synthase [EC:4.1.99.11]"
"1253","K07541","PIGX; GPI mannosyltransferase 1 subunit X"
"1254","K07542","PIGV; GPI mannosyltransferase 2 [EC:2.4.1.-]"
"1255","K07543","bbsE; benzylsuccinate CoA-transferase BbsE subunit [EC:2.8.3.15]"
"1256","K07544","bbsF; benzylsuccinate CoA-transferase BbsF subunit [EC:2.8.3.15]"
"1257","K07545","bbsG; (R)-benzylsuccinyl-CoA dehydrogenase [EC:1.3.8.3]"
"1258","K07546","bbsH; (E)-benzylidenesuccinyl-CoA hydratase [EC:4.2.1.180]"
"1259","K07547","bbsC; (2S)-[(R)-hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit [EC:1.1.1.429]"
"1260","K07548","bbsD; (2S)-[(R)-hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsD subunit [EC:1.1.1.429]"
"1261","K07549","bbsA; benzoylsuccinyl-CoA thiolase BbsA subunit [EC:2.3.1.310]"
"1262","K07550","bbsB; benzoylsuccinyl-CoA thiolase BbsB subunit [EC:2.3.1.310]"
"1263","K07553","B4GALT6; beta-1,4-galactosyltransferase 6 [EC:2.4.1.274]"
"1264","K07637","phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]"
"1265","K07644","cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]"
"1266","K07660","phoP; two-component system, OmpR family, response regulator PhoP"
"1267","K07665","cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR"
"1268","K07690","evgA, bvgA; two-component system, NarL family, response regulator EvgA"
"1269","K07748","NSDHL, ERG26; sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]"
"1270","K07750","MESO1, ERG25; methylsterol monooxygenase [EC:1.14.18.9]"
"1271","K07806","arnB, pmrH; UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]"
"1272","K07819","B3GALT1; beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]"
"1273","K07820","B3GALT2; beta-1,3-galactosyltransferase 2 [EC:2.4.1.86]"
"1274","K07964","HPSE; heparanase [EC:3.2.1.166]"
"1275","K07965","HPSE2; heparanase 2 [EC:3.2.1.-]"
"1276","K07966","B4GALT1; beta-1,4-galactosyltransferase 1 [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-]"
"1277","K07967","B4GALT2; beta-1,4-galactosyltransferase 2 [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-]"
"1278","K07968","B4GALT3; beta-1,4-galactosyltransferase 3 [EC:2.4.1.90 2.4.1.38 2.4.1.-]"
"1279","K07969","B4GALT4; beta-1,4-galactosyltransferase 4 [EC:2.4.1.90 2.4.1.275 2.4.1.-]"
"1280","K08074","ADPGK; ADP-dependent glucokinase [EC:2.7.1.147]"
"1281","K08093","hxlA; 3-hexulose-6-phosphate synthase [EC:4.1.2.43]"
"1282","K08094","hxlB; 6-phospho-3-hexuloisomerase [EC:5.3.1.27]"
"1283","K08097","comA; phosphosulfolactate synthase [EC:4.4.1.19]"
"1284","K08167","smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein"
"1285","K08168","tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter"
"1286","K08170","norB, norC; MFS transporter, DHA2 family, multidrug resistance protein"
"1287","K08233","PNAE; polyneuridine-aldehyde esterase [EC:3.1.1.78]"
"1288","K08242","E2.1.1.143; 24-methylenesterol C-methyltransferase [EC:2.1.1.143]"
"1289","K08243","CHR; chalcone reductase"
"1290","K08246","CPI1; cycloeucalenol cycloisomerase [EC:5.5.1.9]"
"1291","K08264","hdrD; heterodisulfide reductase subunit D [EC:1.8.98.1]"
"1292","K08265","hdrE; heterodisulfide reductase subunit E [EC:1.8.98.1]"
"1293","K08289","purT; phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]"
"1294","K08310","nudB, ntpA; dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]"
"1295","K08323","rspA, manD; mannonate dehydratase [EC:4.2.1.8]"
"1296","K08477","pgtE; outer membrane protease E [EC:3.4.21.-]"
"1297","K08641","vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]"
"1298","K08645","lef; anthrax lethal toxin endopeptidase [EC:3.4.24.83]"
"1299","K08680","menH; 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]"
"1300","K08681","pdxT, pdx2; pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]"
